id,lat,long,Coord,Place,State,City,Centroid Index,Centroid Lat,Centroid Long
0,43.131008,-70.918525,Latitude : 43.131008 Longitude : -70.918525,Three Chimneys Inn,NH,Durham,2,42.7704798992462,-71.4267261688827
1,42.5574852,-71.9807807,Latitude : 42.5574852 Longitude : -71.9807807,S.K. Pierce Mansion,MA,Gardner,2,42.7704798992462,-71.4267261688827
2,42.3575313,-71.4691568,Latitude : 42.3575313 Longitude : -71.4691568,Longfellow's Wayside Inn,MA,Sudbury,2,42.7704798992462,-71.4267261688827
3,42.4617047,-71.3496517,Latitude : 42.4617047 Longitude : -71.3496517,Concord's Colonial Inn,MA,Concord,2,42.7704798992462,-71.4267261688827
4,42.516216,-70.910225,Latitude : 42.516216 Longitude : -70.910225,Gallows Hill,MA,Salem,2,42.7704798992462,-71.4267261688827
5,42.5174319,-70.9091478,Latitude : 42.5174319 Longitude : -70.9091478,Proctor's Ledge,MA,Salem,2,42.7704798992462,-71.4267261688827
6,42.5212124,-70.8997968,Latitude : 42.5212124 Longitude : -70.8997968,Ropes Mansion,MA,Salem,2,42.7704798992462,-71.4267261688827
7,42.3585002,-71.0599241,Latitude : 42.3585002 Longitude : -71.0599241,Kings Chapel Burying Ground,MA,Boston,2,42.7704798992462,-71.4267261688827
8,42.4003397,-71.2139282,Latitude : 42.4003397 Longitude : -71.2139282,Metropolitan State Hospital,MA,Waltham,2,42.7704798992462,-71.4267261688827
9,42.2726406,-72.4145564,Latitude : 42.2726406 Longitude : -72.4145564,Belchertown State School,MA,Belchertown,2,42.7704798992462,-71.4267261688827
10,42.263642,-71.896673,Latitude : 42.263642 Longitude : -71.896673,Spider Gates Cemetery,MA,Leicester,2,42.7704798992462,-71.4267261688827
11,43.230314,-71.536101,Latitude : 43.230314 Longitude : -71.536101,Margarita's,NH,Concord,2,42.7704798992462,-71.4267261688827
12,43.200331,-71.544889,Latitude : 43.200331 Longitude : -71.544889,New Hampshire Asylum for the Insane,NH,Concord,2,42.7704798992462,-71.4267261688827
13,43.2050273,-71.5360586,Latitude : 43.2050273 Longitude : -71.5360586,Siam Orchid Restaurant,NH,Concord,2,42.7704798992462,-71.4267261688827
14,43.1787732,-71.3380185,Latitude : 43.1787732 Longitude : -71.3380185,The Epsom Red Schoolhouse,NH,Epsom,2,42.7704798992462,-71.4267261688827
15,42.96724,-70.96606,Latitude : 42.96724 Longitude : -70.96606,Exeter River Mobile Home Park,NH,Exeter,2,42.7704798992462,-71.4267261688827
16,42.764806,-72.150916,Latitude : 42.764806 Longitude : -72.150916,The Amos J Blake House,NH,Fitzwilliam,2,42.7704798992462,-71.4267261688827
17,43.02036,-71.60035,Latitude : 43.02036 Longitude : -71.60035,St. Anselm College,NH,Goffstown,2,42.7704798992462,-71.4267261688827
18,42.912798,-70.810963,Latitude : 42.912798 Longitude : -70.810963,Island Path Road,NH,Hampton,2,42.7704798992462,-71.4267261688827
19,42.8387459,-71.4783688,Latitude : 42.8387459 Longitude : -71.4783688,Griffin School,NH,Litchfield,2,42.7704798992462,-71.4267261688827
20,42.9732367,-71.4683568,Latitude : 42.9732367 Longitude : -71.4683568,Hesser College,NH,Manchester,2,42.7704798992462,-71.4267261688827
21,42.9878672,-71.4660628,Latitude : 42.9878672 Longitude : -71.4660628,RG Sullivan Building,NH,Manchester,2,42.7704798992462,-71.4267261688827
22,42.9769302,-71.4454367,Latitude : 42.9769302 Longitude : -71.4454367,Saint Joseph Middle School,NH,Manchester,2,42.7704798992462,-71.4267261688827
23,42.8396802,-71.4914846,Latitude : 42.8396802 Longitude : -71.4914846,The Common Man Restaurant,NH,Merrimack,2,42.7704798992462,-71.4267261688827
24,42.825797,-71.629517,Latitude : 42.825797 Longitude : -71.629517,Lorden Plaza,NH,Millford,2,42.7704798992462,-71.4267261688827
25,42.7895921,-71.5174664,Latitude : 42.7895921 Longitude : -71.5174664,The Country Tavern Restaurant,NH,Nashua,2,42.7704798992462,-71.4267261688827
26,42.7161998,-71.5129427,Latitude : 42.7161998 Longitude : -71.5129427,Gilson Cemetary,NH,Nashua,2,42.7704798992462,-71.4267261688827
